"split_id","peak_estimate"
"s09207_A",0.12
"s09207_B",0.115
"s09208_A",0.12
"s09208_B",0.115
"s09209_A",0.115
"s09209_B",0.115
"s09210_A",0.115
"s09210_B",0.115
"s09211_A",0.115
"s09211_B",0.115
"s09212_A",0.115
"s09212_B",0.12
"s09213_A",0.115
"s09213_B",0.115
"s09214_A",0.12
"s09214_B",0.12
"s09215_A",0.12
"s09215_B",0.115
"s09216_A",0.115
"s09216_B",0.11
"s09217_A",0.115
"s09217_B",0.12
"s09218_A",0.115
"s09218_B",0.12
"s09219_A",0.115
"s09219_B",0.115
"s09220_A",0.12
"s09220_B",0.12
"s09221_A",0.115
"s09221_B",0.115
"s09222_A",0.115
"s09222_B",0.12
"s09223_A",0.12
"s09223_B",0.11
"s09224_A",0.115
"s09224_B",0.115
"s09225_A",0.115
"s09225_B",0.11
"s09226_A",0.12
"s09226_B",0.115
"s09227_A",0.115
"s09227_B",0.115
"s09228_A",0.115
"s09228_B",0.12
"s09229_A",0.115
"s09229_B",0.12
"s09230_A",0.12
"s09230_B",0.12
"s09231_A",0.115
"s09231_B",0.115
"s09232_A",0.115
"s09232_B",0.12
"s09233_A",0.12
"s09233_B",0.115
"s09234_A",0.12
"s09234_B",0.12
"s09235_A",0.12
"s09235_B",0.12
"s09236_A",0.12
"s09236_B",0.12
"s09237_A",0.12
"s09237_B",0.12
"s09238_A",0.11
"s09238_B",0.115
"s09239_A",0.115
"s09239_B",0.12
"s09240_A",0.115
"s09240_B",0.115
"s09241_A",0.115
"s09241_B",0.12
"s09242_A",0.115
"s09242_B",0.115
"s09243_A",0.115
"s09243_B",0.115
"s09244_A",0.115
"s09244_B",0.115
"s09245_A",0.115
"s09245_B",0.115
"s09246_A",0.115
"s09246_B",0.115
"s09247_A",0.115
"s09247_B",0.115
"s09248_A",0.125
"s09248_B",0.12
"s09249_A",0.115
"s09249_B",0.12
"s09250_A",0.115
"s09250_B",0.115
"s09251_A",0.115
"s09251_B",0.12
"s09252_A",0.12
"s09252_B",0.115
"s09253_A",0.115
"s09253_B",0.115
"s09254_A",0.115
"s09254_B",0.115
"s09255_A",0.12
"s09255_B",0.115
"s09256_A",0.115
"s09256_B",0.115
"s09257_A",0.115
"s09257_B",0.115
"s09258_A",0.12
"s09258_B",0.125
"s09259_A",0.115
"s09259_B",0.115
"s09260_A",0.115
"s09260_B",0.115
"s09261_A",0.115
"s09261_B",0.115
"s09262_A",0.12
"s09262_B",0.115
"s09263_A",0.12
"s09263_B",0.115
"s09264_A",0.11
"s09264_B",0.12
"s09265_A",0.12
"s09265_B",0.115
"s09266_A",0.12
"s09266_B",0.115
"s09267_A",0.115
"s09267_B",0.115
"s09268_A",0.12
"s09268_B",0.115
"s09269_A",0.115
"s09269_B",0.12
"s09270_A",0.115
"s09270_B",0.115
"s09271_A",0.12
"s09271_B",0.115
"s09272_A",0.12
"s09272_B",0.115
"s09273_A",0.12
"s09273_B",0.115
"s09274_A",0.115
"s09274_B",0.115
"s09275_A",0.115
"s09275_B",0.12
"s09276_A",0.12
"s09276_B",0.125
"s09277_A",0.12
"s09277_B",0.115
"s09278_A",0.115
"s09278_B",0.12
"s09279_A",0.115
"s09279_B",0.115
"s09280_A",0.115
"s09280_B",0.115
"s09281_A",0.12
"s09281_B",0.12
"s09282_A",0.115
"s09282_B",0.12
"s09283_A",0.12
"s09283_B",0.115
"s09284_A",0.115
"s09284_B",0.115
"s09285_A",0.115
"s09285_B",0.115
"s09286_A",0.12
"s09286_B",0.12
"s09287_A",0.115
"s09287_B",0.12
"s09288_A",0.115
"s09288_B",0.115
"s09289_A",0.115
"s09289_B",0.115
"s09290_A",0.115
"s09290_B",0.12
"s09291_A",0.115
"s09291_B",0.12
"s09292_A",0.115
"s09292_B",0.12
"s09293_A",0.115
"s09293_B",0.12
"s09294_A",0.125
"s09294_B",0.12
"s09295_A",0.12
"s09295_B",0.12
"s09296_A",0.12
"s09296_B",0.12
"s09297_A",0.115
"s09297_B",0.12
"s09298_A",0.125
"s09298_B",0.115
"s09299_A",0.12
"s09299_B",0.12
"s09300_A",0.12
"s09300_B",0.11
"s09301_A",0.12
"s09301_B",0.115
"s09302_A",0.12
"s09302_B",0.125
"s09303_A",0.115
"s09303_B",0.11
"s09304_A",0.12
"s09304_B",0.115
"s09305_A",0.125
"s09305_B",0.12
"s09306_A",0.12
"s09306_B",0.115
"s09307_A",0.115
"s09307_B",0.115
"s09308_A",0.115
"s09308_B",0.115
"s09309_A",0.115
"s09309_B",0.115
"s09310_A",0.115
"s09310_B",0.12
"s09311_A",0.12
"s09311_B",0.115
"s09312_A",0.115
"s09312_B",0.12
"s09313_A",0.12
"s09313_B",0.115
"s09314_A",0.115
"s09314_B",0.125
"s09315_A",0.115
"s09315_B",0.12
"s09316_A",0.115
"s09316_B",0.12
"s09317_A",0.115
"s09317_B",0.115
"s09318_A",0.115
"s09318_B",0.11
"s09319_A",0.12
"s09319_B",0.115
"s09320_A",0.115
"s09320_B",0.115
"s09321_A",0.12
"s09321_B",0.12
"s09322_A",0.115
"s09322_B",0.12
"s09323_A",0.12
"s09323_B",0.12
"s09324_A",0.115
"s09324_B",0.115
"s09325_A",0.115
"s09325_B",0.115
"s09326_A",0.12
"s09326_B",0.12
"s09327_A",0.12
"s09327_B",0.12
"s09328_A",0.115
"s09328_B",0.115
"s09329_A",0.12
"s09329_B",0.115
"s09330_A",0.12
"s09330_B",0.12
"s09331_A",0.115
"s09331_B",0.12
"s09332_A",0.12
"s09332_B",0.12
"s09333_A",0.115
"s09333_B",0.12
"s09334_A",0.12
"s09334_B",0.12
"s09335_A",0.125
"s09335_B",0.12
"s09336_A",0.12
"s09336_B",0.12
"s09337_A",0.115
"s09337_B",0.115
"s09338_A",0.115
"s09338_B",0.12
"s09339_A",0.115
"s09339_B",0.12
"s09340_A",0.12
"s09340_B",0.115
"s09341_A",0.12
"s09341_B",0.12
"s09342_A",0.12
"s09342_B",0.12
"s09343_A",0.115
"s09343_B",0.115
"s09344_A",0.12
"s09344_B",0.125
"s09345_A",0.115
"s09345_B",0.115
"s09346_A",0.115
"s09346_B",0.115
"s09347_A",0.115
"s09347_B",0.11
"s09348_A",0.125
"s09348_B",0.115
"s09349_A",0.115
"s09349_B",0.115
"s09350_A",0.115
"s09350_B",0.12
"s09351_A",0.12
"s09351_B",0.12
"s09352_A",0.12
"s09352_B",0.115
"s09353_A",0.115
"s09353_B",0.12
"s09354_A",0.115
"s09354_B",0.12
"s09355_A",0.115
"s09355_B",0.115
"s09356_A",0.115
"s09356_B",0.115
"s09357_A",0.115
"s09357_B",0.12
"s09358_A",0.115
"s09358_B",0.115
"s09359_A",0.12
"s09359_B",0.115
"s09360_A",0.125
"s09360_B",0.115
"s09361_A",0.12
"s09361_B",0.12
"s09362_A",0.12
"s09362_B",0.115
"s09363_A",0.115
"s09363_B",0.12
"s09364_A",0.12
"s09364_B",0.115
"s09365_A",0.12
"s09365_B",0.12
"s09366_A",0.11
"s09366_B",0.115
"s09367_A",0.12
"s09367_B",0.115
"s09368_A",0.115
"s09368_B",0.12
"s09369_A",0.12
"s09369_B",0.12
"s09370_A",0.12
"s09370_B",0.12
"s09371_A",0.12
"s09371_B",0.115
"s09372_A",0.125
"s09372_B",0.12
"s09373_A",0.115
"s09373_B",0.12
"s09374_A",0.12
"s09374_B",0.115
"s09375_A",0.115
"s09375_B",0.12
"s09376_A",0.12
"s09376_B",0.115
"s09377_A",0.12
"s09377_B",0.12
"s09378_A",0.12
"s09378_B",0.12
"s09379_A",0.115
"s09379_B",0.115
"s09380_A",0.12
"s09380_B",0.115
"s09381_A",0.115
"s09381_B",0.115
"s09382_A",0.12
"s09382_B",0.115
"s09383_A",0.115
"s09383_B",0.115
"s09384_A",0.115
"s09384_B",0.12
"s09385_A",0.115
"s09385_B",0.115
"s09386_A",0.12
"s09386_B",0.12
"s09387_A",0.12
"s09387_B",0.12
"s09388_A",0.115
"s09388_B",0.11
"s09389_A",0.115
"s09389_B",0.12
"s09390_A",0.115
"s09390_B",0.115
"s09391_A",0.115
"s09391_B",0.115
"s09392_A",0.12
"s09392_B",0.115
"s09393_A",0.12
"s09393_B",0.115
"s09394_A",0.115
"s09394_B",0.115
"s09395_A",0.115
"s09395_B",0.115
"s09396_A",0.115
"s09396_B",0.115
"s09397_A",0.115
"s09397_B",0.115
"s09398_A",0.12
"s09398_B",0.12
"s09399_A",0.12
"s09399_B",0.12
"s09400_A",0.125
"s09400_B",0.115
"s09401_A",0.115
"s09401_B",0.115
"s09402_A",0.115
"s09402_B",0.12
"s09403_A",0.115
"s09403_B",0.12
"s09404_A",0.12
"s09404_B",0.115
"s09405_A",0.115
"s09405_B",0.11
"s09406_A",0.11
"s09406_B",0.115
"s09407_A",0.12
"s09407_B",0.115
"s09408_A",0.115
"s09408_B",0.12
"s09409_A",0.11
"s09409_B",0.11
"s09410_A",0.12
"s09410_B",0.12
"s09411_A",0.115
"s09411_B",0.115
"s09412_A",0.115
"s09412_B",0.115
"s09413_A",0.115
"s09413_B",0.115
"s09414_A",0.115
"s09414_B",0.115
"s09415_A",0.125
"s09415_B",0.115
"s09416_A",0.115
"s09416_B",0.115
"s09417_A",0.12
"s09417_B",0.12
"s09418_A",0.12
"s09418_B",0.115
"s09419_A",0.115
"s09419_B",0.11
"s09420_A",0.115
"s09420_B",0.12
"s09421_A",0.12
"s09421_B",0.12
"s09422_A",0.12
"s09422_B",0.12
"s09423_A",0.11
"s09423_B",0.115
"s09424_A",0.12
"s09424_B",0.12
"s09425_A",0.115
"s09425_B",0.11
"s09426_A",0.115
"s09426_B",0.115
"s09427_A",0.12
"s09427_B",0.115
"s09428_A",0.12
"s09428_B",0.12
"s09429_A",0.115
"s09429_B",0.115
"s09430_A",0.115
"s09430_B",0.12
"s09431_A",0.115
"s09431_B",0.12
"s09432_A",0.115
"s09432_B",0.115
"s09433_A",0.12
"s09433_B",0.115
"s09434_A",0.115
"s09434_B",0.115
"s09435_A",0.115
"s09435_B",0.115
"s09436_A",0.12
"s09436_B",0.12
"s09437_A",0.12
"s09437_B",0.12
"s09438_A",0.115
"s09438_B",0.12
"s09439_A",0.12
"s09439_B",0.115
"s09440_A",0.115
"s09440_B",0.115
"s09441_A",0.12
"s09441_B",0.115
"s09442_A",0.12
"s09442_B",0.12
"s09443_A",0.125
"s09443_B",0.115
"s09444_A",0.115
"s09444_B",0.11
"s09445_A",0.12
"s09445_B",0.115
"s09446_A",0.12
"s09446_B",0.115
"s09447_A",0.12
"s09447_B",0.12
"s09448_A",0.115
"s09448_B",0.115
"s09449_A",0.115
"s09449_B",0.12
"s09450_A",0.11
"s09450_B",0.12
"s09451_A",0.12
"s09451_B",0.12
"s09452_A",0.115
"s09452_B",0.115
"s09453_A",0.115
"s09453_B",0.115
"s09454_A",0.115
"s09454_B",0.11
"s09455_A",0.12
"s09455_B",0.115
"s09456_A",0.115
"s09456_B",0.115
"s09457_A",0.125
"s09457_B",0.115
"s09458_A",0.12
"s09458_B",0.11
"s09459_A",0.115
"s09459_B",0.115
"s09460_A",0.12
"s09460_B",0.115
"s09461_A",0.115
"s09461_B",0.115
"s09462_A",0.12
"s09462_B",0.12
"s09463_A",0.12
"s09463_B",0.115
"s09464_A",0.115
"s09464_B",0.115
"s09465_A",0.115
"s09465_B",0.11
"s09466_A",0.115
"s09466_B",0.115
"s09467_A",0.115
"s09467_B",0.115
"s09468_A",0.12
"s09468_B",0.115
"s09469_A",0.115
"s09469_B",0.115
"s09470_A",0.115
"s09470_B",0.12
"s09471_A",0.115
"s09471_B",0.12
"s09472_A",0.115
"s09472_B",0.115
"s09473_A",0.115
"s09473_B",0.12
"s09474_A",0.115
"s09474_B",0.12
"s09475_A",0.115
"s09475_B",0.12
"s09476_A",0.12
"s09476_B",0.115
"s09477_A",0.12
"s09477_B",0.115
"s09478_A",0.12
"s09478_B",0.115
"s09479_A",0.115
"s09479_B",0.12
"s09480_A",0.115
"s09480_B",0.115
"s09481_A",0.11
"s09481_B",0.115
"s09482_A",0.12
"s09482_B",0.115
"s09483_A",0.12
"s09483_B",0.115
"s09484_A",0.115
"s09484_B",0.115
"s09485_A",0.12
"s09485_B",0.115
"s09486_A",0.115
"s09486_B",0.115
"s09487_A",0.115
"s09487_B",0.12
"s09488_A",0.115
"s09488_B",0.12
"s09489_A",0.12
"s09489_B",0.115
"s09490_A",0.12
"s09490_B",0.12
"s09491_A",0.12
"s09491_B",0.12
"s09492_A",0.115
"s09492_B",0.115
"s09493_A",0.115
"s09493_B",0.115
"s09494_A",0.115
"s09494_B",0.12
"s09495_A",0.115
"s09495_B",0.12
"s09496_A",0.115
"s09496_B",0.115
"s09497_A",0.115
"s09497_B",0.115
"s09498_A",0.12
"s09498_B",0.115
"s09499_A",0.115
"s09499_B",0.115
"s09500_A",0.115
"s09500_B",0.115
"s09501_A",0.125
"s09501_B",0.12
"s09502_A",0.12
"s09502_B",0.11
"s09503_A",0.115
"s09503_B",0.115
"s09504_A",0.115
"s09504_B",0.12
"s09505_A",0.115
"s09505_B",0.11
"s09506_A",0.12
"s09506_B",0.115
"s09507_A",0.115
"s09507_B",0.115
"s09508_A",0.115
"s09508_B",0.115
"s09509_A",0.115
"s09509_B",0.115
"s09510_A",0.115
"s09510_B",0.12
"s09511_A",0.12
"s09511_B",0.115
"s09512_A",0.115
"s09512_B",0.115
"s09513_A",0.12
"s09513_B",0.115
"s09514_A",0.115
"s09514_B",0.115
"s09515_A",0.12
"s09515_B",0.11
"s09516_A",0.115
"s09516_B",0.12
"s09517_A",0.12
"s09517_B",0.12
"s09518_A",0.115
"s09518_B",0.115
"s09519_A",0.12
"s09519_B",0.12
"s09520_A",0.115
"s09520_B",0.115
"s09521_A",0.12
"s09521_B",0.12
"s09522_A",0.115
"s09522_B",0.115
"s09523_A",0.12
"s09523_B",0.12
"s09524_A",0.115
"s09524_B",0.115
"s09525_A",0.12
"s09525_B",0.115
"s09526_A",0.12
"s09526_B",0.115
"s09527_A",0.12
"s09527_B",0.115
"s09528_A",0.115
"s09528_B",0.115
"s09529_A",0.12
"s09529_B",0.12
"s09530_A",0.12
"s09530_B",0.115
"s09531_A",0.115
"s09531_B",0.12
"s09532_A",0.12
"s09532_B",0.12
"s09533_A",0.115
"s09533_B",0.12
"s09534_A",0.115
"s09534_B",0.115
"s09535_A",0.115
"s09535_B",0.12
"s09536_A",0.115
"s09536_B",0.12
"s09537_A",0.115
"s09537_B",0.12
"s09538_A",0.12
"s09538_B",0.115
"s09539_A",0.115
"s09539_B",0.115
"s09540_A",0.115
"s09540_B",0.115
"s09541_A",0.12
"s09541_B",0.115
"s09542_A",0.12
"s09542_B",0.12
"s09543_A",0.115
"s09543_B",0.115
"s09544_A",0.115
"s09544_B",0.115
"s09545_A",0.12
"s09545_B",0.12
"s09546_A",0.115
"s09546_B",0.12
"s09547_A",0.12
"s09547_B",0.12
"s09548_A",0.115
"s09548_B",0.12
"s09549_A",0.115
"s09549_B",0.12
"s09550_A",0.12
"s09550_B",0.12
"s09551_A",0.115
"s09551_B",0.12
"s09552_A",0.115
"s09552_B",0.12
"s09553_A",0.115
"s09553_B",0.115
"s09554_A",0.12
"s09554_B",0.12
"s09555_A",0.12
"s09555_B",0.12
"s09556_A",0.115
"s09556_B",0.12
"s09557_A",0.12
"s09557_B",0.115
"s09558_A",0.115
"s09558_B",0.115
"s09559_A",0.115
"s09559_B",0.12
"s09560_A",0.115
"s09560_B",0.115
"s09561_A",0.12
"s09561_B",0.115
"s09562_A",0.12
"s09562_B",0.12
"s09563_A",0.115
"s09563_B",0.115
"s09564_A",0.115
"s09564_B",0.115
"s09565_A",0.115
"s09565_B",0.12
"s09566_A",0.115
"s09566_B",0.115
"s09567_A",0.12
"s09567_B",0.12
"s09568_A",0.125
"s09568_B",0.115
"s09569_A",0.115
"s09569_B",0.115
"s09570_A",0.115
"s09570_B",0.115
"s09571_A",0.115
"s09571_B",0.115
"s09572_A",0.12
"s09572_B",0.115
"s09573_A",0.115
"s09573_B",0.115
"s09574_A",0.115
"s09574_B",0.115
"s09575_A",0.115
"s09575_B",0.12
"s09576_A",0.115
"s09576_B",0.12
"s09577_A",0.12
"s09577_B",0.12
"s09578_A",0.12
"s09578_B",0.12
"s09579_A",0.12
"s09579_B",0.12
"s09580_A",0.12
"s09580_B",0.115
"s09581_A",0.125
"s09581_B",0.115
"s09582_A",0.12
"s09582_B",0.12
"s09583_A",0.115
"s09583_B",0.12
"s09584_A",0.115
"s09584_B",0.115
"s09585_A",0.115
"s09585_B",0.115
"s09586_A",0.115
"s09586_B",0.115
"s09587_A",0.115
"s09587_B",0.115
"s09588_A",0.11
"s09588_B",0.12
"s09589_A",0.115
"s09589_B",0.125
"s09590_A",0.115
"s09590_B",0.115
"s09591_A",0.12
"s09591_B",0.12
"s09592_A",0.115
"s09592_B",0.115
"s09593_A",0.115
"s09593_B",0.115
"s09594_A",0.115
"s09594_B",0.12
"s09595_A",0.115
"s09595_B",0.12
"s09596_A",0.115
"s09596_B",0.12
"s09597_A",0.12
"s09597_B",0.115
"s09598_A",0.115
"s09598_B",0.12
"s09599_A",0.12
"s09599_B",0.12
"s09600_A",0.12
"s09600_B",0.115
"s09601_A",0.12
"s09601_B",0.115
"s09602_A",0.115
"s09602_B",0.12
"s09603_A",0.115
"s09603_B",0.115
"s09604_A",0.12
"s09604_B",0.115
"s09605_A",0.115
"s09605_B",0.115
"s09606_A",0.12
"s09606_B",0.115
"s09607_A",0.12
"s09607_B",0.12
"s09608_A",0.115
"s09608_B",0.115
"s09609_A",0.115
"s09609_B",0.12
"s09610_A",0.12
"s09610_B",0.115
"s09611_A",0.115
"s09611_B",0.115
"s09612_A",0.115
"s09612_B",0.11
"s09613_A",0.11
"s09613_B",0.115
"s09614_A",0.125
"s09614_B",0.115
"s09615_A",0.115
"s09615_B",0.115
"s09616_A",0.115
"s09616_B",0.12
"s09617_A",0.12
"s09617_B",0.115
"s09618_A",0.12
"s09618_B",0.115
"s09619_A",0.115
"s09619_B",0.115
"s09620_A",0.115
"s09620_B",0.115
"s09621_A",0.115
"s09621_B",0.115
"s09622_A",0.12
"s09622_B",0.12
"s09623_A",0.12
"s09623_B",0.115
"s09624_A",0.12
"s09624_B",0.12
"s09625_A",0.12
"s09625_B",0.12
"s09626_A",0.12
"s09626_B",0.12
"s09627_A",0.12
"s09627_B",0.12
"s09628_A",0.12
"s09628_B",0.115
"s09629_A",0.115
"s09629_B",0.115
"s09630_A",0.12
"s09630_B",0.12
"s09631_A",0.115
"s09631_B",0.115
"s09632_A",0.12
"s09632_B",0.12
"s09633_A",0.115
"s09633_B",0.115
"s09634_A",0.125
"s09634_B",0.12
"s09635_A",0.115
"s09635_B",0.115
"s09636_A",0.115
"s09636_B",0.115
"s09637_A",0.115
"s09637_B",0.115
"s09638_A",0.115
"s09638_B",0.12
"s09639_A",0.12
"s09639_B",0.12
"s09640_A",0.12
"s09640_B",0.11
"s09641_A",0.12
"s09641_B",0.115
"s09642_A",0.12
"s09642_B",0.115
"s09643_A",0.12
"s09643_B",0.12
"s09644_A",0.115
"s09644_B",0.115
"s09645_A",0.115
"s09645_B",0.115
"s09646_A",0.115
"s09646_B",0.11
"s09647_A",0.115
"s09647_B",0.12
"s09648_A",0.12
"s09648_B",0.12
"s09649_A",0.115
"s09649_B",0.115
"s09650_A",0.115
"s09650_B",0.12
"s09651_A",0.115
"s09651_B",0.115
"s09652_A",0.12
"s09652_B",0.115
"s09653_A",0.115
"s09653_B",0.115
"s09654_A",0.12
"s09654_B",0.12
"s09655_A",0.115
"s09655_B",0.115
"s09656_A",0.115
"s09656_B",0.115
"s09657_A",0.12
"s09657_B",0.115
"s09658_A",0.115
"s09658_B",0.115
"s09659_A",0.12
"s09659_B",0.115
"s09660_A",0.115
"s09660_B",0.12
"s09661_A",0.115
"s09661_B",0.12
"s09662_A",0.115
"s09662_B",0.12
"s09663_A",0.12
"s09663_B",0.115
"s09664_A",0.12
"s09664_B",0.12
"s09665_A",0.12
"s09665_B",0.115
"s09666_A",0.12
"s09666_B",0.115
"s09667_A",0.115
"s09667_B",0.115
"s09668_A",0.12
"s09668_B",0.12
"s09669_A",0.12
"s09669_B",0.12
"s09670_A",0.115
"s09670_B",0.115
"s09671_A",0.115
"s09671_B",0.115
"s09672_A",0.115
"s09672_B",0.115
"s09673_A",0.12
"s09673_B",0.11
"s09674_A",0.12
"s09674_B",0.115
"s09675_A",0.115
"s09675_B",0.115
"s09676_A",0.115
"s09676_B",0.115
"s09677_A",0.12
"s09677_B",0.12
"s09678_A",0.115
"s09678_B",0.115
"s09679_A",0.12
"s09679_B",0.11
"s09680_A",0.12
"s09680_B",0.115
"s09681_A",0.115
"s09681_B",0.115
"s09682_A",0.115
"s09682_B",0.115
"s09683_A",0.12
"s09683_B",0.12
"s09684_A",0.115
"s09684_B",0.115
"s09685_A",0.115
"s09685_B",0.115
"s09686_A",0.115
"s09686_B",0.115
"s09687_A",0.115
"s09687_B",0.12
"s09688_A",0.12
"s09688_B",0.12
"s09689_A",0.115
"s09689_B",0.115
"s09690_A",0.12
"s09690_B",0.115
"s09691_A",0.115
"s09691_B",0.12
"s09692_A",0.12
"s09692_B",0.115
"s09693_A",0.12
"s09693_B",0.12
"s09694_A",0.115
"s09694_B",0.12
"s09695_A",0.12
"s09695_B",0.115
"s09696_A",0.12
"s09696_B",0.115
"s09697_A",0.12
"s09697_B",0.12
"s09698_A",0.115
"s09698_B",0.115
"s09699_A",0.11
"s09699_B",0.115
"s09700_A",0.12
"s09700_B",0.12
"s09701_A",0.115
"s09701_B",0.12
"s09702_A",0.115
"s09702_B",0.115
"s09703_A",0.115
"s09703_B",0.115
"s09704_A",0.115
"s09704_B",0.12
"s09705_A",0.115
"s09705_B",0.12
"s09706_A",0.12
"s09706_B",0.12
"s09707_A",0.115
"s09707_B",0.12
"s09708_A",0.115
"s09708_B",0.115
"s09709_A",0.12
"s09709_B",0.12
"s09710_A",0.115
"s09710_B",0.115
"s09711_A",0.12
"s09711_B",0.12
"s09712_A",0.115
"s09712_B",0.115
"s09713_A",0.115
"s09713_B",0.11
"s09714_A",0.115
"s09714_B",0.115
"s09715_A",0.115
"s09715_B",0.115
"s09716_A",0.115
"s09716_B",0.115
"s09717_A",0.115
"s09717_B",0.115
"s09718_A",0.12
"s09718_B",0.12
"s09719_A",0.12
"s09719_B",0.12
"s09720_A",0.115
"s09720_B",0.12
"s09721_A",0.115
"s09721_B",0.115
"s09722_A",0.115
"s09722_B",0.115
"s09723_A",0.12
"s09723_B",0.12
"s09724_A",0.115
"s09724_B",0.115
"s09725_A",0.12
"s09725_B",0.12
"s09726_A",0.115
"s09726_B",0.115
"s09727_A",0.115
"s09727_B",0.12
"s09728_A",0.12
"s09728_B",0.115
"s09729_A",0.115
"s09729_B",0.12
"s09730_A",0.115
"s09730_B",0.115
"s09731_A",0.115
"s09731_B",0.11
"s09732_A",0.115
"s09732_B",0.115
"s09733_A",0.12
"s09733_B",0.115
"s09734_A",0.12
"s09734_B",0.115
"s09735_A",0.115
"s09735_B",0.12
"s09736_A",0.115
"s09736_B",0.115
"s09737_A",0.115
"s09737_B",0.12
"s09738_A",0.115
"s09738_B",0.115
"s09739_A",0.12
"s09739_B",0.11
"s09740_A",0.115
"s09740_B",0.115
"s09741_A",0.12
"s09741_B",0.115
"s09742_A",0.12
"s09742_B",0.115
"s09743_A",0.12
"s09743_B",0.11
"s09744_A",0.115
"s09744_B",0.115
"s09745_A",0.115
"s09745_B",0.115
"s09746_A",0.115
"s09746_B",0.12
"s09747_A",0.115
"s09747_B",0.12
"s09748_A",0.125
"s09748_B",0.12
"s09749_A",0.12
"s09749_B",0.12
"s09750_A",0.115
"s09750_B",0.115
"s09751_A",0.115
"s09751_B",0.115
"s09752_A",0.125
"s09752_B",0.115
"s09753_A",0.115
"s09753_B",0.115
"s09754_A",0.12
"s09754_B",0.115
"s09755_A",0.12
"s09755_B",0.12
"s09756_A",0.115
"s09756_B",0.115
"s09757_A",0.115
"s09757_B",0.115
"s09758_A",0.12
"s09758_B",0.115
"s09759_A",0.115
"s09759_B",0.12
"s09760_A",0.115
"s09760_B",0.12
"s09761_A",0.115
"s09761_B",0.12
"s09762_A",0.12
"s09762_B",0.115
"s09763_A",0.115
"s09763_B",0.115
"s09764_A",0.12
"s09764_B",0.12
"s09765_A",0.115
"s09765_B",0.12
"s09766_A",0.115
"s09766_B",0.115
"s09767_A",0.115
"s09767_B",0.12
"s09768_A",0.11
"s09768_B",0.115
"s09769_A",0.115
"s09769_B",0.115
"s09770_A",0.115
"s09770_B",0.115
"s09771_A",0.125
"s09771_B",0.12
"s09772_A",0.125
"s09772_B",0.12
"s09773_A",0.115
"s09773_B",0.115
"s09774_A",0.115
"s09774_B",0.115
"s09775_A",0.115
"s09775_B",0.12
"s09776_A",0.115
"s09776_B",0.115
"s09777_A",0.12
"s09777_B",0.115
"s09778_A",0.115
"s09778_B",0.12
"s09779_A",0.115
"s09779_B",0.115
"s09780_A",0.115
"s09780_B",0.12
"s09781_A",0.115
"s09781_B",0.115
"s09782_A",0.125
"s09782_B",0.115
"s09783_A",0.125
"s09783_B",0.115
"s09784_A",0.11
"s09784_B",0.12
"s09785_A",0.12
"s09785_B",0.12
"s09786_A",0.115
"s09786_B",0.12
"s09787_A",0.11
"s09787_B",0.115
"s09788_A",0.12
"s09788_B",0.12
"s09789_A",0.115
"s09789_B",0.11
"s09790_A",0.12
"s09790_B",0.115
"s09791_A",0.12
"s09791_B",0.12
"s09792_A",0.115
"s09792_B",0.115
"s09793_A",0.12
"s09793_B",0.12
"s09794_A",0.12
"s09794_B",0.12
"s09795_A",0.115
"s09795_B",0.12
"s09796_A",0.115
"s09796_B",0.12
"s09797_A",0.11
"s09797_B",0.115
"s09798_A",0.115
"s09798_B",0.115
"s09799_A",0.115
"s09799_B",0.12
"s09800_A",0.12
"s09800_B",0.12
"s09801_A",0.115
"s09801_B",0.12
"s09802_A",0.115
"s09802_B",0.115
"s09803_A",0.115
"s09803_B",0.12
"s09804_A",0.115
"s09804_B",0.12
"s09805_A",0.12
"s09805_B",0.115
"s09806_A",0.12
"s09806_B",0.12
"s09807_A",0.115
"s09807_B",0.115
"s09808_A",0.115
"s09808_B",0.115
"s09809_A",0.11
"s09809_B",0.115
"s09810_A",0.12
"s09810_B",0.115
"s09811_A",0.115
"s09811_B",0.12
"s09812_A",0.115
"s09812_B",0.115
"s09813_A",0.11
"s09813_B",0.115
"s09814_A",0.115
"s09814_B",0.12
"s09815_A",0.115
"s09815_B",0.115
"s09816_A",0.12
"s09816_B",0.115
"s09817_A",0.12
"s09817_B",0.115
"s09818_A",0.115
"s09818_B",0.115
"s09819_A",0.115
"s09819_B",0.12
"s09820_A",0.115
"s09820_B",0.12
"s09821_A",0.115
"s09821_B",0.115
"s09822_A",0.115
"s09822_B",0.115
"s09823_A",0.115
"s09823_B",0.12
"s09824_A",0.115
"s09824_B",0.115
"s09825_A",0.115
"s09825_B",0.12
"s09826_A",0.115
"s09826_B",0.115
"s09827_A",0.115
"s09827_B",0.115
"s09828_A",0.12
"s09828_B",0.115
"s09829_A",0.115
"s09829_B",0.115
"s09830_A",0.115
"s09830_B",0.115
"s09831_A",0.12
"s09831_B",0.115
"s09832_A",0.12
"s09832_B",0.12
"s09833_A",0.12
"s09833_B",0.12
"s09834_A",0.12
"s09834_B",0.115
"s09835_A",0.115
"s09835_B",0.12
"s09836_A",0.12
"s09836_B",0.12
"s09837_A",0.115
"s09837_B",0.115
"s09838_A",0.115
"s09838_B",0.115
"s09839_A",0.115
"s09839_B",0.115
"s09840_A",0.12
"s09840_B",0.115
"s09841_A",0.115
"s09841_B",0.115
"s09842_A",0.11
